MovieId,Title,Genres,Year,imdbId,tmdbId,Average Rating,Number of Ratings
3420,...And Justice for All,Drama|Thriller,1979,78718,17443,2.16667,3
3421,Animal House,Comedy,1978,77975,8469,4.03704,27
3422,She's Gotta Have It,Comedy|Romance,1986,91939,27995,3.4,5
3423,School Daze,Drama,1988,96054,36739,3.07143,7
3424,Do the Right Thing,Drama,1989,97216,925,3,1
3425,Mo' Better Blues,Drama|Musical,1990,100168,41823,4.25,12
3426,Jungle Fever,Drama|Romance,1991,102175,1713,3,4
3428,"Champ, The",Drama,1979,78950,30547,1.66667,3
3429,Creature Comforts,Animation|Comedy,1989,99317,54825,1.5,2
3430,Death Wish,Action|Crime|Drama,1974,71402,13939,1,1
3431,Death Wish 2,Action|Drama,1982,82250,14373,1,1
3432,Death Wish 3,Action|Drama,1985,89003,24873,4.32353,17
3433,Death Wish 4: The Crackdown,Action|Drama,1987,92857,26263,3.75,4
3434,Death Wish 5: The Face of Death,Action|Drama,1994,109578,34746,3,25
3435,Double Indemnity,Crime|Drama|Film-Noir,1944,36775,996,2.69231,13
3436,Dying Young,Drama|Romance,1991,101787,9079,2.07143,14
3438,Teenage Mutant Ninja Turtles,Action|Children|Comedy|Fantasy|Sci-Fi,1990,100758,1498,3.42857,14
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Action|Children|Fantasy,1991,103060,1497,1,1
3440,Teenage Mutant Ninja Turtles III,Action|Adventure|Children|Comedy|Fantasy,1993,108308,1499,2.94444,9
3441,Red Dawn,Action|Drama|War,1984,87985,1880,3.5,4
3442,Band of the Hand,Action|Crime|Drama,1986,90693,33762,2.75,2
3444,Bloodsport,Action,1988,92675,11690,4,2
3445,Eyes of Laura Mars,Mystery|Thriller,1978,77530,29143,3.80233,43
3446,Funny Bones,Comedy|Drama,1995,113133,35292,4,1
3447,"Good Earth, The",Drama,1937,28944,36652,3.2931,29
3448,"Good Morning, Vietnam",Comedy|Drama|War,1987,93105,801,4.54545,11
3449,"Good Mother, The",Drama,1988,95238,104301,3.08333,18
3450,Grumpy Old Men,Comedy,1993,107050,11520,3,2
3451,Guess Who's Coming to Dinner,Drama,1967,61735,1879,2.25,2
3452,Romeo Must Die,Action|Crime|Romance|Thriller,2000,165929,2085,2.5,1
3453,Here on Earth,Drama|Romance,2000,195778,13539,4,1
3454,Whatever It Takes,Comedy|Romance,2000,202402,16222,3.03846,13
3455,Buddy Boy,Drama|Thriller,1999,146516,109479,3.72,25
3456,"Color of Paradise, The (Rang-e khoda)",Drama,1999,191043,17078,3,8
3459,Gothic,Drama|Horror,1986,91142,33516,3.75,4
3461,Lord of the Flies,Adventure|Drama|Thriller,1963,57261,9960,4.33333,18
3462,Modern Times,Comedy|Drama|Romance,1936,27977,3082,4.08333,6
3466,Heart and Souls,Comedy|Fantasy,1993,107091,12187,4.3,5
3467,Hud,Drama|Western,1963,57163,24748,3.74167,60
3468,"Hustler, The",Drama,1961,54997,990,5,2
3469,Inherit the Wind,Drama,1960,53946,1908,4,1
3470,Dersu Uzala,Adventure|Drama,1975,71411,9764,4.5,2
3471,Close Encounters of the Third Kind,Adventure|Drama|Sci-Fi,1977,75860,840,3.55769,26
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),Comedy,1976,74718,42237,3.38462,13
3474,Retroactive,Sci-Fi|Thriller,1997,117468,26689,2.78571,7
3475,"Place in the Sun, A",Drama|Romance,1951,43924,25673,3.33333,18
3476,Jacob's Ladder,Horror|Mystery,1990,99871,2291,3.33333,3
3477,Empire Records,Comedy|Drama,1995,112950,13531,3.66667,75
3478,"Bamba, La",Drama,1987,93378,16620,3.11538,13
3479,Ladyhawke,Adventure|Fantasy|Romance,1985,89457,526,2.75,10
3480,Lucas,Drama|Romance,1986,91445,13346,3.35849,53
3481,High Fidelity,Comedy|Drama|Romance,2000,146882,243,4,1
3483,"Road to El Dorado, The",Animation|Children,2000,138749,10501,4,6
3484,"Skulls, The",Thriller,2000,192614,11478,5,1
3489,Hook,Adventure|Comedy|Fantasy,1991,102057,879,2.5,4
3492,"Son of the Sheik, The",Adventure|Comedy|Romance,1926,17416,85689,4,8
3494,True Grit,Adventure|Drama|Western,1969,65126,17529,3.84091,44
3496,Madame Sousatzka,Drama,1988,95564,118098,3,4
3497,Max Dugan Returns,Comedy,1983,85919,1793,2.3,5
3498,Midnight Express,Drama,1978,77928,11327,3.5,3
3499,Misery,Drama|Horror|Thriller,1990,100157,1700,4.09091,11
3500,Mr. Saturday Night,Comedy|Drama,1992,104928,54087,4.02273,22
3501,Murphy's Romance,Comedy|Romance,1985,89643,34322,3.72222,9
3502,My Life,Drama,1993,107630,41659,3,5
3503,Solaris (Solyaris),Drama|Mystery|Sci-Fi,1972,69293,593,4.06667,15
3504,Network,Comedy|Drama,1976,74958,10774,4.25,18
3505,No Way Out,Drama|Mystery|Thriller,1987,93640,10083,3.41667,36
3506,North Dallas Forty,Comedy|Drama,1979,79640,29786,2.25,6
3507,"Odd Couple, The",Comedy,1968,63374,11356,3.5625,8
3508,"Outlaw Josey Wales, The",Action|Adventure|Drama|Thriller|Western,1976,75029,10747,3.07143,7
3510,Frequency,Drama|Thriller,2000,186151,10559,3,1
3511,Ready to Rumble,Comedy,2000,217756,20697,3.61111,9
3512,Return to Me,Drama|Romance,2000,122459,2621,3.375,4
3513,Rules of Engagement,Drama|Thriller,2000,160797,10479,2.91667,6
3514,Joe Gould's Secret,Drama,2000,172632,125709,3.42857,7
3515,Me Myself I,Comedy|Romance,2000,183503,49721,2.8,10
3516,"Bell, Book and Candle",Comedy|Fantasy|Romance,1958,51406,2006,2.9,5
3519,Force 10 from Navarone,Action|Drama|War,1978,77572,17339,3.7,15
3521,Mystery Train,Comedy|Drama,1989,97940,11305,3.58197,61
3524,Arthur,Comedy|Romance,1981,82031,13665,3.4,5
3525,Bachelor Party,Comedy,1984,86927,12309,3.5,5
3526,Parenthood,Comedy|Drama,1989,98067,1552,5,1
3527,Predator,Action|Sci-Fi|Thriller,1987,93773,106,3.3,25
3528,"Prince of Tides, The",Drama|Romance,1991,102713,10333,3.78814,59
3529,"Postman Always Rings Twice, The",Crime|Thriller,1981,82934,11027,3.45238,21
3531,All the Vermeers in New York,Comedy|Drama|Romance,1990,99014,123757,3.33333,3
3534,28 Days,Drama,2000,191754,10468,3.2,5
3535,American Psycho,Crime|Horror|Mystery|Thriller,2000,144084,1359,3.25,2
3536,Keeping the Faith,Comedy|Drama|Romance,2000,171433,4967,3.75,14
3537,Where the Money Is,Comedy|Drama,2000,149367,31776,2.33333,3
3538,East is East,Comedy,1999,166175,10557,3,5
3539,"Filth and the Fury, The",Documentary,2000,236216,27745,4.5,2
3543,Diner,Comedy|Drama,1982,83833,13776,3.7,5
3544,Shakes the Clown,Comedy,1992,102898,26291,3.9375,8
3545,Cabaret,Drama|Musical,1972,68327,10784,3.66667,6
3546,What Ever Happened to Baby Jane?,Drama|Horror|Thriller,1962,56687,10242,3.46154,13
3548,Auntie Mame,Comedy|Drama,1958,51383,16347,3.82692,52
3549,Guys and Dolls,Comedy|Musical|Romance,1955,48140,4825,2.4,5
3550,The Hunger,Horror,1983,85701,11654,3,3
3551,Marathon Man,Crime|Drama|Thriller,1976,74860,10518,3.42424,33
3552,Caddyshack,Comedy,1980,80487,11977,3.76923,26
3553,Gossip,Drama|Thriller,2000,176783,18041,2.9,5
3554,Love and Basketball,Drama|Romance,2000,199725,14736,3.66667,3
3555,U-571,Action|Thriller|War,2000,141926,3536,2.5,3
3556,"Virgin Suicides, The",Drama|Romance,1999,159097,1443,1.625,12
3557,Jennifer 8,Mystery|Thriller,1992,104549,10424,3.5,7
3559,Limelight,Comedy|Drama|Romance,1952,44837,28971,2.875,8
3563,"Crow: Salvation, The",Action|Horror,2000,132910,9456,5,1
3564,"Flintstones in Viva Rock Vegas, The",Children|Comedy,2000,158622,889,4,1
3565,Where the Heart Is,Comedy|Drama,2000,198021,10564,4,2
3566,"Big Kahuna, The",Comedy|Drama,2000,189584,15723,3,2
3567,Bossa Nova,Comedy|Drama|Romance,2000,180837,19600,2,4
3568,Smiling Fish and Goat on Fire,Comedy|Romance,1999,162348,125537,1.5,2
3569,"Idiots, The (Idioterne)",Comedy|Drama,1998,154421,452,1,1
3571,Time Code,Comedy|Drama,2000,220100,36234,3.5,4
3572,Carnosaur,Horror|Sci-Fi,1993,106521,39283,2,2
3573,Carnosaur 2,Horror|Sci-Fi,1995,112634,65460,3.93824,170
3574,Carnosaur 3: Primal Species,Horror|Sci-Fi,1996,115834,55667,3.5,2
3576,"Hidden, The",Action|Horror|Sci-Fi,1987,93185,12476,3.5,2
3577,Two Moon Junction,Drama|Romance,1988,96324,5241,2,4
3578,Gladiator,Action|Adventure|Drama,2000,172495,98,4,1
3580,Up at the Villa,Drama,2000,153464,47724,2.5,2
3581,Human Traffic,Comedy,1999,188674,11129,2,1
3584,Breathless,Action|Drama|Romance|Thriller,1983,85276,1058,2.73333,15
3586,The Idolmaker,Drama|Romance,1980,80913,42159,4.5,1
3587,Inferno,Horror,1980,80923,16395,1.65789,19
3590,"Lords of Flatbush, The",Comedy|Drama,1974,71772,38925,3.25,6
3591,Mr. Mom,Comedy|Drama,1983,85970,13105,1,1
3592,"Time Masters (MaÃƒÂ®tres du temps, Les)",Animation|Sci-Fi,1982,84315,22501,2,2
3593,Battlefield Earth,Action|Sci-Fi,2000,185183,5491,3,3
3594,Center Stage,Drama|Musical,2000,210616,10560,3.2,5
3596,Screwed,Comedy,2000,156323,19419,0.5,1
3597,Whipped,Comedy,2000,174336,23531,3.75,4
3598,Hamlet,Crime|Drama|Romance|Thriller,2000,171359,10688,2.94,25
3599,Anchors Aweigh,Comedy|Musical,1945,37514,17889,3.5,1
3604,Gypsy,Musical,1962,56048,39391,2.9375,8
3606,On the Town,Comedy|Musical|Romance,1949,41716,31516,3.10714,14
3608,Pee-wee's Big Adventure,Adventure|Comedy,1985,89791,5683,3.3,10
3609,Regret to Inform,Documentary,1998,181786,113279,3.08537,41
3614,Honeymoon in Vegas,Comedy|Romance,1992,104438,12518,3.54167,12
3615,Dinosaur,Adventure|Animation|Children,2000,130623,10567,2,1
3616,Loser,Comedy|Romance,2000,217630,10642,3,1
3617,Road Trip,Comedy,2000,215129,9285,2.71429,77
3618,Small Time Crooks,Comedy|Crime,2000,196216,10569,3.15116,43
3619,"Hollywood Knights, The",Comedy,1980,80881,21879,2,1
3622,"Twelve Chairs, The",Comedy,1970,66495,24918,3.33333,3
3623,Mission: Impossible II,Action|Adventure|Thriller,2000,120755,955,3.875,4
3624,Shanghai Noon,Action|Adventure|Comedy|Western,2000,184894,8584,3,2
3625,Better Living Through Circuitry,Documentary,1999,207998,47295,4.07143,7
3626,8 Ã‚Â½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),Comedy,1999,154443,11332,4,5
3627,Carnival of Souls,Horror|Thriller,1962,55830,16093,3.26471,17
3628,Flying Tigers,Action|Drama|Romance|War,1942,34742,29372,4,1
3629,"Gold Rush, The",Adventure|Comedy|Romance,1925,15864,962,3.44444,18
3632,Monsieur Verdoux,Comedy|Crime,1947,39631,30588,5,1
3633,On Her Majesty's Secret Service,Action|Adventure|Romance|Thriller,1969,64757,668,3.13462,26
3634,Seven Days in May,Thriller,1964,58576,23518,3.58333,18
3635,"Spy Who Loved Me, The",Action|Adventure|Thriller,1977,76752,691,4,1
3637,Vagabond (Sans toit ni loi),Drama,1985,89960,44018,4,2
3638,Moonraker,Action|Adventure|Sci-Fi|Thriller,1979,79574,698,3.5,2
3639,"Man with the Golden Gun, The",Action|Adventure|Thriller,1974,71807,682,2.17647,17
3640,"King in New York, A",Comedy|Drama,1957,50598,28973,4,1
3641,"Woman of Paris, A",Drama,1923,14624,28974,2.6875,8
3643,"Fighting Seabees, The",Action|Drama|War,1944,36824,22994,3,1
3646,Big Momma's House,Comedy,2000,208003,9600,4.16667,3
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The)",Horror|Sci-Fi,1957,50095,38006,3.76923,13
3649,American Gigolo,Drama,1980,80365,2768,4.25,2
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella cittÃƒÂ  dei morti viventi)",Horror,1980,81318,24920,3,1
3653,"Endless Summer, The",Documentary,1966,60371,21,2,2
3654,"Guns of Navarone, The",Action|Adventure|Drama|War,1961,54953,10911,3,1
3655,Blow-Out (La grande bouffe),Drama,1973,70130,10102,3,2
3658,Quatermass and the Pit,Horror|Sci-Fi,1967,62168,26912,2,1
3660,Puppet Master,Horror|Sci-Fi|Thriller,1989,98143,26953,2,1
3661,Puppet Master II,Horror|Sci-Fi|Thriller,1991,100438,26954,1,1
3662,Puppet Master III: Toulon's Revenge,Horror|Sci-Fi|Thriller,1991,102728,26956,3.66667,15
3663,Puppet Master 4,Horror|Sci-Fi|Thriller,1993,107899,26957,2.5,1
3664,Puppet Master 5: The Final Chapter,Horror|Sci-Fi|Thriller,1994,110916,26958,3.93548,62
3667,Rent-A-Cop,Action|Comedy|Crime,1988,95977,80287,3.8,5
3668,Romeo and Juliet,Drama|Romance,1968,63518,6003,4.5,2
3669,Stay Tuned,Comedy,1992,105466,23939,4,1
3671,Blazing Saddles,Comedy|Western,1974,71230,11072,4.1875,8
3672,Benji,Adventure|Children,1974,71206,23069,3.75,10
3673,Benji the Hunted,Adventure|Children,1987,92638,21299,4.125,4
3674,For the Love of Benji,Adventure|Children|Comedy|Drama,1977,76044,38802,5,1
3675,White Christmas,Comedy|Musical|Romance,1954,47673,13368,3.75,2
3676,Eraserhead,Drama|Horror,1977,74486,985,3,1
3677,Baraka,Documentary,1992,103767,14002,4.15152,33
3678,"Man with the Golden Arm, The",Drama,1955,48347,541,3.7,5
3679,"Decline of Western Civilization, The",Documentary|Musical,1981,82252,21137,4,19
3680,"Decline of Western Civilization Part II: The Metal Years, The",Documentary,1988,94980,36724,3.07143,7
3681,For a Few Dollars More (Per qualche dollaro in piÃƒÂ¹),Action|Drama|Thriller|Western,1965,59578,938,3.77778,9
3682,Magnum Force,Action|Crime|Drama|Thriller,1973,70355,10648,2.93333,15
3683,Blood Simple,Crime|Drama|Film-Noir,1984,86979,11368,5,1
3684,"Fabulous Baker Boys, The",Drama|Romance,1989,97322,10875,2.13636,11
3685,Prizzi's Honor,Comedy|Drama|Romance,1985,89841,2075,1.75,4
3686,Flatliners,Horror|Sci-Fi|Thriller,1990,99582,1551,2,5
3687,Light Years (Gandahar),Adventure|Animation|Fantasy|Sci-Fi,1988,95525,22500,3,1
3688,Porky's,Comedy,1982,84522,10246,3,1
3689,Porky's II: The Next Day,Comedy,1983,86129,19698,2.125,8
3690,Porky's Revenge,Comedy,1985,89826,23919,2,2
3691,Private School,Comedy,1983,86143,18835,2,2
3692,Class of Nuke 'Em High,Comedy|Horror,1986,90849,26554,3.16667,3
3693,"Toxic Avenger, The",Comedy|Horror,1985,90190,15239,2.90476,21
3694,"Toxic Avenger, Part II, The",Comedy|Horror,1989,98503,28165,3.22059,34
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The",Comedy|Horror,1989,98502,28169,3.15385,13
3696,Night of the Creeps,Comedy|Horror|Sci-Fi|Thriller,1986,91630,15762,2.5,1
3697,Predator 2,Action|Sci-Fi|Thriller,1990,100403,169,3.11538,13
3698,"Running Man, The",Action|Sci-Fi,1987,93894,865,3.48684,38
3699,Starman,Adventure|Drama|Romance|Sci-Fi,1984,88172,9663,4.0375,40
3700,"Brother from Another Planet, The",Drama|Sci-Fi,1984,87004,26889,3.27083,24
3701,Alien Nation,Crime|Drama|Sci-Fi|Thriller,1988,94631,10128,2.3125,8
3702,Mad Max,Action|Adventure|Sci-Fi,1979,79501,9659,3,8
3703,"Road Warrior, The (Mad Max 2)",Action|Adventure|Sci-Fi|Thriller,1981,82694,8810,2.7,10
3704,Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi,1985,89530,9355,3.05,10
3705,Bird on a Wire,Action|Comedy|Romance,1990,99141,1727,2,1
3706,Angel Heart,Film-Noir|Horror|Mystery|Thriller,1987,92563,635,1.66667,3
3707,9 1/2 Weeks (Nine 1/2 Weeks),Drama|Romance,1986,91635,10068,4,1
3708,Firestarter,Horror|Thriller,1984,87262,11495,2.83333,3
3709,Sleepwalkers,Horror,1992,105428,11428,4,1
3710,Action Jackson,Action|Comedy|Crime|Thriller,1988,94612,10117,2.5,1
3711,Sarafina!,Drama,1992,105316,35936,2.75,2
3712,Soapdish,Comedy,1991,102951,25562,1,1
3713,"Long Walk Home, The",Drama,1990,100046,51763,3.22131,61
3714,Clara's Heart,Drama,1988,94882,73079,3,2
3715,Burglar,Comedy|Crime,1987,92710,38921,4,1
3716,Fatal Beauty,Action|Comedy|Crime|Drama,1987,93011,35463,3.8,5
3717,Gone in 60 Seconds,Action|Crime,2000,187078,9679,3.3,5
3719,Love's Labour's Lost,Comedy|Romance,2000,182295,51333,3.5,2
3720,Sunshine,Drama,1999,145503,17771,3.6,5
3723,Hamlet,Drama,1990,99726,10264,4.3125,8
3724,Coming Home,Drama|War,1978,77362,31657,3.75,4
3725,American Pop,Animation|Musical,1981,82009,29204,4,3
3726,Assault on Precinct 13,Action|Thriller,1976,74156,17814,4.20588,17
3727,Near Dark,Horror|Western,1987,93605,11879,3,1
3728,One False Move,Crime|Drama|Film-Noir|Thriller,1992,102592,21128,3,4
3729,Shaft,Action|Crime|Drama|Thriller,1971,67741,482,3.83333,3
3730,"Conversation, The",Drama|Mystery,1974,71360,592,3.79412,17
3731,Cutter's Way,Drama|Thriller,1981,82220,31593,3,1
3732,"Fury, The",Horror,1978,77588,12611,4,1
3733,"Paper Chase, The",Drama,1973,70509,14328,3,2
3735,Serpico,Crime|Drama,1973,70666,9040,3.5,1
3736,"Ace in the Hole (Big Carnival, The)",Drama,1951,43338,25364,3.85714,28
3737,Lonely Are the Brave,Drama|Western,1962,56195,43002,4.09091,11
3738,"Sugarland Express, The",Drama,1974,72226,5121,3.65,10
3739,Trouble in Paradise,Comedy|Romance,1932,23622,195,2,3
3740,Big Trouble in Little China,Action|Adventure|Comedy|Fantasy,1986,90728,6978,2.65789,19
3741,Badlands,Crime|Drama|Thriller,1973,69762,3133,3.41379,29
3742,Battleship Potemkin,Drama|War,1925,15648,643,4,2
3743,Boys and Girls,Comedy|Romance,2000,204175,10571,3.5,2
3744,Shaft,Action|Crime|Thriller,2000,162650,479,3.55128,78
3745,Titan A.E.,Action|Adventure|Animation|Children|Sci-Fi,2000,120913,7450,3.08696,46
3746,Butterfly (La lengua de las mariposas),Drama,1999,188030,31023,3.44853,68
3747,Jesus' Son,Drama,1999,186253,25636,2.22222,9
3751,Chicken Run,Animation|Children|Comedy,2000,120630,7443,3.17045,44
3752,"Me, Myself & Irene",Adventure|Comedy,2000,183505,2123,4,1
3753,"Patriot, The",Action|Drama|War,2000,187393,2024,3.5,2
3754,"Adventures of Rocky and Bullwinkle, The",Adventure|Animation|Children|Comedy|Fantasy,2000,131704,17711,3.5,3
3755,"Perfect Storm, The",Drama|Thriller,2000,177971,2133,4,1
3756,"Golden Bowl, The",Drama,2000,200669,29946,3.21875,16
3758,Communion,Drama|Sci-Fi|Thriller,1989,97100,28774,2.3,5
3760,"Kentucky Fried Movie, The",Comedy,1977,76257,11598,3,2
3761,"Blood In, Blood Out",Action|Crime|Drama|Thriller,1993,106469,9702,2.08333,6
3763,F/X,Action|Crime|Thriller,1986,89118,9873,1.66667,3
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),Action|Crime|Thriller,1991,101846,16820,1.25,2
3765,"Hot Spot, The",Crime|Drama|Romance,1990,99797,14864,3.33333,3
3766,Missing in Action,Action|War,1984,87727,15379,2.66667,6
3767,Missing in Action 2: The Beginning,Action|War,1985,89604,12764,4,3
3768,Braddock: Missing in Action III,Action|War,1988,94792,27352,2,2
3769,Thunderbolt and Lightfoot,Action,1974,72288,8348,0.75,4
3770,Dreamscape,Horror|Sci-Fi|Thriller,1984,87175,24099,3.95455,11
3771,The Golden Voyage of Sinbad,Action|Adventure|Fantasy,1973,71569,17897,2.59091,11
3773,House Party,Comedy,1990,99800,16094,2.92,50
3774,House Party 2,Comedy|Drama|Romance,1991,102065,16096,2.625,4
3783,Croupier,Crime|Drama,1998,159382,12706,4,2
3784,"Kid, The",Comedy|Fantasy,2000,219854,4244,3.66667,6
3785,Scary Movie,Comedy|Horror,2000,175142,4247,3.5,1
3786,But I'm a Cheerleader,Comedy,1999,179116,20770,4,2
3787,Shower (Xizao),Comedy,1999,215369,1050,3.1875,16
3788,Blow-Up (Blowup),Drama|Mystery,1966,60176,1052,5,1
3789,"Pawnbroker, The",Drama,1964,59575,20540,3.69925,133
3790,Groove,Drama,2000,212974,23655,2.5,2
3791,Footloose,Drama,1984,87277,1788,5,1
3792,Duel in the Sun,Drama|Romance|Western,1946,38499,32275,2.66667,3
3793,X-Men,Action|Adventure|Sci-Fi,2000,120903,36657,3.2,25
3794,Chuck & Buck,Comedy|Drama,2000,200530,44490,1.58333,6
3795,"Five Senses, The",Drama,1999,168794,47585,4,4
3797,"In Crowd, The",Thriller,2000,163676,36047,2,4
3798,What Lies Beneath,Drama|Horror|Mystery,2000,161081,2655,3,1
3799,PokÃƒÂ©mon the Movie 2000,Animation|Children,2000,210234,12599,3,1
3801,Anatomy of a Murder,Drama|Mystery,1959,52561,93,4,1
3802,Freejack,Action|Sci-Fi,1992,104299,9278,3.27143,35
3806,Mackenna's Gold,Western,1969,64615,18118,3,3
3807,Sinbad and the Eye of the Tiger,Adventure|Fantasy,1977,76716,11940,3.92857,7
3808,"Two Women (Ciociara, La)",Drama|War,1960,54749,24167,3.45833,12
3809,What About Bob?,Comedy,1991,103241,10276,4.16667,3
3810,White Sands,Drama|Thriller,1992,105813,19380,4.22222,9
3811,Breaker Morant,Drama|War,1980,80310,13783,4,1
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,1972,68555,11624,4,3
3813,Interiors,Drama,1978,77742,15867,2.28125,16
3814,Love and Death,Comedy,1975,73312,11686,4.125,4
3816,"Official Story, The (La historia oficial)",Drama,1985,89276,29263,4,2
3819,Tampopo,Comedy,1985,92048,11830,2.40909,11
3821,Nutty Professor II: The Klumps,Comedy,2000,144528,12107,2.74138,29
3822,"Girl on the Bridge, The (Fille sur le pont, La)",Drama|Romance,1999,144201,10401,2.29487,39
3823,Wonderland,Drama,1999,171865,32640,2.8913,23
3824,Autumn in New York,Drama|Romance,2000,174480,10641,1.5,2
3825,Coyote Ugly,Comedy|Drama|Romance,2000,200550,6282,3.90909,11
3826,Hollow Man,Horror|Sci-Fi|Thriller,2000,164052,9383,4,1
3827,Space Cowboys,Action|Adventure|Comedy|Sci-Fi,2000,186566,5551,1.5,2
3830,Psycho Beach Party,Comedy|Horror|Thriller,2000,206226,27723,3,2
3831,Saving Grace,Comedy,2000,195234,2360,2.16667,6
3832,"Black Sabbath (Tre volti della paura, I)",Horror,1963,57603,28043,4.13333,15
3833,"Brain That Wouldn't Die, The",Horror|Sci-Fi,1962,52646,33468,2.5,3
3834,Bronco Billy,Adventure|Drama|Romance,1980,80472,21866,2,1
3835,"Crush, The",Thriller,1993,106627,33408,1.66667,3
3836,Kelly's Heroes,Action|Comedy|War,1970,65938,11589,2.4,5
3837,Phantasm II,Action|Fantasy|Horror|Sci-Fi|Thriller,1988,95863,15158,2.83333,6
3838,Phantasm III: Lord of the Dead,Horror,1994,110823,16139,2.375,4
3839,Phantasm IV: Oblivion,Horror,1998,138703,16146,3.33333,9
3840,Pumpkinhead,Horror,1988,95925,26515,4,1
3841,Air America,Action|Comedy,1990,99005,11856,3.625,4
3843,Sleepaway Camp,Horror,1983,86320,13567,2,1
3844,Steel Magnolias,Drama,1989,98384,10860,4,2
3845,And God Created Woman (Et Dieu... crÃƒÂ©a la femme),Drama,1956,49189,8420,5,1
3846,Easy Money,Comedy,1983,85470,18391,3.38462,13
3847,"Ilsa, She Wolf of the SS",Horror,1974,71650,20850,4.75,2
3849,The Spiral Staircase,Horror|Mystery|Thriller,1945,38975,27452,4,1
3851,I'm the One That I Want,Comedy,2000,251739,38548,3.5,5
3852,"Tao of Steve, The",Comedy,2000,234853,20438,3.75,2
3855,"Affair of Love, An (Liaison pornographique, Une)",Drama|Romance,1999,204709,46991,2.68421,19
3857,Bless the Child,Thriller,2000,163983,10391,3.75,2
3858,Cecil B. DeMented,Comedy,2000,173716,14195,3.04444,45
3859,"Eyes of Tammy Faye, The",Documentary,2000,233687,15665,2.1,5
3861,"Replacements, The",Comedy,2000,191397,10393,3.25,4
3862,About Adam,Comedy,2000,199314,18168,3.40476,42
3863,"Cell, The",Drama|Horror|Thriller,2000,209958,8843,3.42308,26
3864,Godzilla 2000 (Gojira ni-sen mireniamu),Action|Adventure|Sci-Fi,1999,188640,10643,3,1
3865,"Original Kings of Comedy, The",Comedy|Documentary,2000,236388,23618,3.9,5
3868,"Naked Gun: From the Files of Police Squad!, The",Action|Comedy|Crime|Romance,1988,95705,37136,3.5,1
3869,"Naked Gun 2 1/2: The Smell of Fear, The",Comedy,1991,102510,37137,3.14286,7
3870,Our Town,Drama,1940,32881,23283,2.22222,9
3871,Shane,Drama|Western,1953,46303,3110,2,2
3872,"Suddenly, Last Summer",Drama,1959,53318,14698,2.69118,34
3873,Cat Ballou,Comedy|Western,1965,59017,11694,1.5,3
3877,Supergirl,Action|Adventure|Fantasy,1984,88206,9651,4,1
3879,"Art of War, The",Action|Thriller,2000,160009,11398,2.25,6
3882,Bring It On,Comedy,2000,204946,1588,3.34211,19
3884,"Crew, The",Comedy,2000,198386,19150,4,1
3888,Skipped Parts,Drama|Romance,2000,209322,41282,1.5,1
3889,Highlander: Endgame (Highlander IV),Action|Adventure|Fantasy,2000,144964,12211,3.125,8
3893,Nurse Betty,Comedy|Crime|Drama|Romance|Thriller,2000,171580,10480,3.86747,83
3894,Solas,Drama,1999,190798,80713,2.5,2
3895,"Watcher, The",Crime|Thriller,2000,204626,10685,1,1
3896,"Way of the Gun, The",Crime|Thriller,2000,202677,1619,4,1
3897,Almost Famous,Drama,2000,181875,786,3.25,2
3898,Bait,Action|Comedy,2000,211938,14805,2.5,2
3899,Circus,Crime|Drama|Thriller,2000,191037,51179,1.5,3
3900,Crime and Punishment in Suburbia,Comedy|Drama,2000,197384,46119,2,4
3901,Duets,Comedy|Drama,2000,134630,18074,3.975,20
3906,Under Suspicion,Crime|Thriller,2000,164212,10562,3.68868,53
3908,Urban Legends: Final Cut,Horror,2000,192731,12212,2.5,2
3909,Woman on Top,Comedy|Romance,2000,206420,14629,4,1
3910,Dancer in the Dark,Drama|Musical,2000,168629,16,3.66667,6
3911,Best in Show,Comedy,2000,218839,13785,3.7439,41
3912,Beautiful,Comedy|Drama,2000,210567,34299,3.36667,15
3914,"Broken Hearts Club, The",Drama,2000,222850,22597,3.27778,9
3915,Girlfight,Drama,2000,210075,19348,2.5,1
3916,Remember the Titans,Drama,2000,210945,10637,4,1
3917,Hellraiser,Horror,1987,93177,9003,1,1
3918,Hellbound: Hellraiser II,Horror,1988,95294,9064,3.91667,6
3919,Hellraiser III: Hell on Earth,Horror,1992,104409,11569,3,1
3920,"Faraway, So Close (In weiter Ferne, so nah!)",Drama|Fantasy|Mystery|Romance,1993,107209,10434,2.66667,6
3922,Bikini Beach,Comedy,1964,57887,39113,3.75,4
3925,Stranger Than Paradise,Comedy|Drama,1984,88184,469,2.5,2
3926,Voyage to the Bottom of the Sea,Adventure|Sci-Fi,1961,55608,2160,2.125,4
3927,Fantastic Voyage,Adventure|Sci-Fi,1966,60397,2161,3.5,2
