,movieId,Average Rating,Number of Ratings
51537,3101,3.097222222,36
51573,3102,3.571428571,7
51580,3103,2.75,2
51582,3104,3.636363636,22
51604,3105,3.681818182,22
51626,3106,1,1
51627,3107,3.304347826,23
51650,3108,3.805555556,36
51686,3109,3.5,4
51690,3111,4.25,4
51694,3112,3,1
51695,3113,2.7,15
51710,3114,3.860824742,97
51807,3115,4,5
51812,3117,3.875,4
51816,3120,3.5,2
51818,3125,4,1
51819,3127,2.833333333,3
51822,3129,3.666666667,3
51825,3130,2.4,5
51830,3132,2,1
51831,3134,3.714285714,7
51838,3135,3.666666667,3
51841,3138,3,2
51843,3141,1.25,2
51845,3142,3.25,4
51849,3143,3,1
51850,3145,3.166666667,3
51853,3146,2.323529412,17
51870,3147,4.148648649,111
51981,3148,3.75,26
52007,3150,3.25,2
52009,3152,4.5,8
52017,3153,4.4,5
52022,3155,3.666666667,9
52031,3156,2.8,15
52046,3157,2.842105263,19
52065,3158,3.666666667,3
52068,3159,3.833333333,15
52083,3160,3.711538462,52
52135,3161,3,2
52137,3162,3,1
52138,3163,3.875,4
52142,3165,3,2
52144,3167,3.5,4
52148,3168,3.603448276,29
52177,3169,3.3,5
52182,3171,4,1
52183,3173,3,18
52201,3174,3.487179487,39
52240,3175,3.58,75
52315,3176,3.336734694,49
52364,3177,3.25,6
52370,3178,3.53125,16
52386,3179,3.333333333,3
52389,3181,3.916666667,6
52395,3182,4,5
52400,3183,3,1
52401,3185,3.333333333,3
52404,3186,3.464285714,28
52432,3189,3.545454545,11
52443,3190,2,4
52447,3192,3,1
52448,3194,3.625,4
52452,3196,3.722222222,9
52461,3197,2.857142857,7
52468,3198,3.928571429,14
52482,3200,4.25,8
52490,3201,4.5,8
52498,3203,3.166666667,12
52510,3204,3.6875,8
52518,3206,2.333333333,3
52521,3208,2.1875,8
52529,3210,3.476190476,42
52571,3211,3.75,2
52573,3213,4.115384615,13
52586,3214,3.5,2
52588,3217,3.5,3
52591,3219,3.192307692,13
52604,3221,3.7,5
52609,3223,3,2
52611,3224,4.75,4
52615,3225,2,4
52619,3230,3.875,4
52623,3235,3.666666667,3
52626,3238,1.583333333,6
52632,3240,3.25,2
52634,3241,4.5,2
52636,3243,2.4,15
52651,3244,3.708333333,12
52663,3246,4.166666667,15
52678,3247,3.027777778,36
52714,3248,1.892857143,14
52728,3249,3.111111111,9
52737,3250,3.166666667,9
52746,3251,3.7,5
52751,3252,3.592592593,27
52778,3253,3.475409836,61
52839,3254,3.296296296,27
52866,3255,3.466666667,45
52911,3256,3.516129032,31
52942,3257,2.859375,32
52974,3258,2.866666667,15
52989,3259,3.136363636,11
53000,3260,4,12
53012,3261,3.181818182,11
53023,3262,3.409090909,11
53034,3263,3.045454545,22
53056,3264,2.423076923,26
53082,3265,4,9
53091,3266,4.5,6
53097,3267,3.555555556,18
53115,3268,1.772727273,11
53126,3269,2.851851852,27
53153,3270,2.791666667,12
53165,3271,3.676470588,17
53182,3272,3.4375,8
53190,3273,2.672413793,29
53219,3274,3.375,12
53231,3275,4.220930233,43
53274,3276,1,1
53275,3280,1.5,1
53276,3281,2,1
53277,3283,3.25,2
53279,3284,3,1
53280,3285,3.0625,32
53312,3286,2.3,5
53317,3287,3.166666667,3
53320,3289,4.5,1
53321,3294,1.5,1
53322,3295,4,1
53323,3296,4.071428571,7
53330,3298,3.714285714,21
53351,3299,2.666666667,3
53354,3300,3.564102564,39
53393,3301,3.523809524,42
53435,3302,4.75,2
53437,3303,5,1
53438,3306,4.125,4
53442,3307,3.846153846,13
53455,3308,2.857142857,7
53462,3310,4.1,5
53467,3313,1.5,2
53469,3315,4.5,1
53470,3316,2.461538462,13
53483,3317,3.659090909,22
53505,3323,4,1
53506,3324,1.333333333,3
53509,3325,2.166666667,3
53512,3326,3.166666667,3
53515,3327,3.7,5
53520,3328,4.052631579,19
53539,3329,4,1
53540,3330,4.25,2
53542,3331,2,1
53543,3334,4.2,10
53553,3341,4.285714286,7
53560,3342,3.5,5
53565,3344,4,1
53566,3345,3,1
53567,3347,4.166666667,9
53576,3350,3.833333333,3
53579,3353,4.5,1
53580,3354,2.69047619,21
53601,3355,3.2,15
53616,3357,4,1
53617,3358,3.85,10
53627,3359,4.090909091,11
53638,3360,3.704545455,22
53660,3361,3.671428571,35
53695,3362,3.934210526,38
53733,3363,3.848837209,43
53776,3364,3.666666667,3
53779,3365,4.071428571,7
53786,3368,3.25,2
53788,3370,2.5,2
53790,3372,4,2
53792,3374,4,1
53793,3378,4,1
53794,3379,4.5,1
53795,3384,4.5,4
53799,3385,2.8125,8
53807,3386,3.5,31
53838,3387,2.857142857,7
53845,3388,2.545454545,11
53856,3389,2,1
53857,3390,2,1
53858,3391,2.5,2
53860,3392,2.333333333,6
53866,3393,1.333333333,3
53869,3394,2.357142857,7
53876,3395,3,3
53879,3396,3.590909091,33
53912,3397,3.454545455,11
53923,3398,3.333333333,15
53938,3400,3,1
53939,3401,2.2,5
53944,3402,4,2
53946,3403,4,1
53947,3404,3.583333333,6
53953,3405,3,1
53954,3406,3,3
53957,3408,3.528571429,70
54027,3409,2.928571429,35
54062,3410,4,1
54063,3412,3.416666667,6
54069,3414,4,1
54070,3415,4.166666667,3
54073,3417,3,1
54074,3418,3.463414634,41
54115,3420,3.166666667,3
54118,3421,3.693548387,62
54180,3422,3.333333333,6
54186,3423,2.166666667,3
54189,3424,4.037037037,27
54216,3425,3.4,5
54221,3426,3.071428571,7
54228,3428,3,1
54229,3429,4.25,12
54241,3430,3,4
54245,3431,1.666666667,3
54248,3432,1.5,2
54250,3433,1,1
54251,3434,1,1
54252,3435,4.323529412,17
54269,3436,3.75,4
54273,3438,3,25
54298,3439,2.692307692,13
54311,3440,2.071428571,14
54325,3441,3.428571429,14
54339,3442,1,1
54340,3444,2.944444444,9
54349,3445,3.5,4
54353,3446,2.75,2
54355,3447,4,2
54357,3448,3.802325581,43
54400,3449,4,1
54401,3450,3.293103448,29
54430,3451,4.545454545,11
54441,3452,3.083333333,18
54459,3453,3,2
54461,3454,2.25,2
54463,3455,2.5,1
54464,3459,4,1
54465,3461,3.038461538,13
54478,3462,3.72,25
54503,3466,3,8
54511,3467,3.75,4
54515,3468,4.333333333,18
54533,3469,4.083333333,6
54539,3470,4.3,5
54544,3471,3.741666667,60
54604,3473,5,2
54606,3474,4,1
54607,3475,4.5,2
54609,3476,3.557692308,26
54635,3477,3.384615385,13
54648,3478,2.785714286,7
54655,3479,3.333333333,18
54673,3480,3.333333333,3
54676,3481,3.666666667,75
54751,3483,3.115384615,13
54764,3484,2.75,10
54774,3489,3.358490566,53
54827,3492,4,1
54828,3494,4,6
54834,3496,5,1
54835,3497,2.5,4
54839,3498,4,8
54847,3499,3.840909091,44
54891,3500,3,4
54895,3501,2.3,5
54900,3502,3.5,3
54903,3503,4.090909091,11
54914,3504,4.022727273,22
54936,3505,3.722222222,9
54945,3506,3,5
54950,3507,4.066666667,15
54965,3508,4.25,18
54983,3510,3.416666667,36
55019,3511,2.25,6
55025,3512,3.5625,8
55033,3513,3.071428571,7
55040,3514,3,1
55041,3515,3.611111111,9
55050,3516,3.375,4
55054,3519,2.916666667,6
55060,3521,3.428571429,7
55067,3524,2.8,10
55077,3525,2.9,5
55082,3526,3.7,15
55097,3527,3.581967213,61
55158,3528,3.4,5
55163,3529,3.5,5
55168,3531,5,1
55169,3534,3.3,25
55194,3535,3.788135593,59
55253,3536,3.452380952,21
55274,3537,3.333333333,3
55277,3538,3.2,5
55282,3539,3.25,2
55284,3543,3.75,14
55298,3544,2.333333333,3
55301,3545,3,5
55306,3546,4.5,2
55308,3548,3.7,5
55313,3549,3.9375,8
55321,3550,3.666666667,6
55327,3551,3.461538462,13
55340,3552,3.826923077,52
55392,3553,2.4,5
55397,3554,3,3
55400,3555,3.424242424,33
55433,3556,3.769230769,26
55459,3557,2.9,5
55464,3559,3.666666667,3
55467,3563,2.5,3
55470,3564,1.625,12
55482,3565,3.5,7
55489,3566,2.875,8
55497,3567,5,1
55498,3568,4,1
55499,3569,4,2
55501,3571,3,2
55503,3572,2,4
55507,3573,1.5,2
55509,3574,1,1
55510,3576,3.5,4
55514,3577,2,2
55516,3578,3.938235294,170
55686,3580,3.5,2
55688,3581,3.5,2
55690,3584,2,4
55694,3586,4,1
55695,3587,2.5,2
55697,3590,2,1
55698,3591,2.733333333,15
55713,3592,4.5,1
55714,3593,1.657894737,19
55733,3594,3.25,6
55739,3596,1,1
55740,3597,2,2
55742,3598,3,3
55745,3599,3.2,5
55750,3604,0.5,1
55751,3606,3.75,4
55755,3608,2.94,25
55780,3609,3.5,1
55781,3614,2.9375,8
55789,3615,3.107142857,14
55803,3616,3.3,10
55813,3617,3.085365854,41
55854,3618,3.541666667,12
55866,3619,2,1
55867,3622,3,1
55868,3623,2.714285714,77
55945,3624,3.151162791,43
55988,3625,2,1
55989,3626,3.333333333,3
55992,3627,3.875,4
55996,3628,3,2
55998,3629,4.071428571,7
56005,3632,4,5
56010,3633,3.264705882,17
56027,3634,4,1
56028,3635,3.444444444,18
56046,3637,5,1
56047,3638,3.134615385,26
56073,3639,3.583333333,18
56091,3640,4,1
56092,3641,4,2
56094,3643,3.5,2
56096,3646,2.176470588,17
56113,3648,4,1
56114,3649,2.6875,8
56122,3652,3,1
56123,3653,4.166666667,3
56126,3654,3.769230769,13
56139,3655,4.25,2
56141,3658,3,1
56142,3660,2,2
56144,3661,3,1
56145,3662,3,2
56147,3663,2,1
56148,3664,2,1
56149,3667,1,1
56150,3668,3.666666667,15
56165,3669,2.5,1
56166,3671,3.935483871,62
56228,3672,3.8,5
56233,3673,4.5,2
56235,3674,4,1
56236,3675,4.1875,8
56244,3676,3.75,10
56254,3677,4.125,4
56258,3678,5,1
56259,3679,3.75,2
56261,3680,3,1
56262,3681,4.151515152,33
56295,3682,3.7,5
56300,3683,4,19
56319,3684,3.071428571,7
56326,3685,3.777777778,9
56335,3686,2.933333333,15
56350,3687,5,1
56351,3688,2.136363636,11
56362,3689,1.75,4
56366,3690,2,5
56371,3691,3,1
56372,3692,3,1
56373,3693,2.125,8
56381,3694,2,2
56383,3695,2,2
56385,3696,3.166666667,3
56388,3697,2.904761905,21
56409,3698,3.220588235,34
56443,3699,3.153846154,13
56456,3700,2.5,1
56457,3701,3.115384615,13
56470,3702,3.486842105,38
56508,3703,4.0375,40
56548,3704,3.270833333,24
56572,3705,2.3125,8
56580,3706,3,8
56588,3707,2.7,10
56598,3708,3.05,10
56608,3709,2,1
56609,3710,1.666666667,3
56612,3711,4,1
56613,3712,2.833333333,3
56616,3713,4,1
56617,3714,2.5,1
56618,3715,2.75,2
56620,3716,1,1
56621,3717,3.221311475,61
56682,3719,3,2
56684,3720,4,1
56685,3723,3.8,5
56690,3724,3.3,5
56695,3725,3.5,2
56697,3726,3.6,5
56702,3727,4.3125,8
56710,3728,3.75,4
56714,3729,4,3
56717,3730,4.205882353,17
56734,3731,3,1
56735,3732,3,4
56739,3733,3.833333333,3
56742,3735,3.794117647,17
56759,3736,3,1
56760,3737,4,1
56761,3738,3,2
56763,3739,3.5,1
56764,3740,3.857142857,28
56792,3741,4.090909091,11
56803,3742,3.65,10
56813,3743,2,3
56816,3744,2.657894737,19
56835,3745,3.413793103,29
56864,3746,4,2
56866,3747,3.5,2
56868,3751,3.551282051,78
56946,3752,3.086956522,46
56992,3753,3.448529412,68
57060,3754,2.222222222,9
57069,3755,3.170454545,44
57113,3756,4,1
57114,3758,3.5,2
57116,3760,3.5,3
57119,3761,4,1
57120,3763,3.21875,16
57136,3764,2.3,5
57141,3765,3,2
57143,3766,2.083333333,6
57149,3767,1.666666667,3
57152,3768,1.25,2
57154,3769,3.333333333,3
57157,3770,2.666666667,6
57163,3771,4,3
57166,3773,2,2
57168,3774,0.75,4
57172,3783,3.954545455,11
57183,3784,2.590909091,11
57194,3785,2.92,50
57244,3786,2.625,4
57248,3787,4,2
57250,3788,3.666666667,6
57256,3789,3.5,1
57257,3790,4,2
57259,3791,3.1875,16
57275,3792,5,1
57276,3793,3.69924812,133
57409,3794,2.5,2
57411,3795,5,1
57412,3797,2.666666667,3
57415,3798,3.2,25
57440,3799,1.583333333,6
57446,3801,4,4
57450,3802,2,4
57454,3806,3,1
57455,3807,3,1
57456,3808,4,1
57457,3809,3.271428571,35
57492,3810,3,3
57495,3811,3.928571429,7
57502,3812,3.458333333,12
57514,3813,4.166666667,3
57517,3814,4.222222222,9
57526,3816,4,1
57527,3819,4,3
57530,3821,2.28125,16
57546,3822,4.125,4
57550,3823,4,2
57552,3824,2.409090909,11
57563,3825,2.74137931,29
57592,3826,2.294871795,39
57631,3827,2.891304348,23
57654,3830,1.5,2
57656,3831,3.909090909,11
57667,3832,4,1
57668,3833,1.5,2
57670,3834,3,2
57672,3835,2.166666667,6
57678,3836,4.133333333,15
57693,3837,2.5,3
57696,3838,2,1
57697,3839,1.666666667,3
57700,3840,2.4,5
57705,3841,2.833333333,6
57711,3843,2.375,4
57715,3844,3.333333333,9
57724,3845,4,1
57725,3846,3.625,4
57729,3847,2,1
57730,3849,4,2
57732,3851,5,1
57733,3852,3.384615385,13
57746,3855,4.75,2
57748,3857,4,1
57749,3858,3.5,5
57754,3859,3.75,2
57756,3861,2.684210526,19
57775,3862,3.75,2
57777,3863,3.044444444,45
57822,3864,2.1,5
57827,3865,3.25,4
57831,3868,3.404761905,42
57873,3869,3.423076923,26
57899,3870,3,1
57900,3871,3.9,5
57905,3872,3.5,1
57906,3873,3.142857143,7
57913,3877,2.222222222,9
57922,3879,2,2
57924,3882,2.691176471,34
57958,3884,1.5,3
57961,3888,4,1
57962,3889,2.25,6
57968,3893,3.342105263,19
57987,3894,4,1
57988,3895,1.5,1
57989,3896,3.125,8
57997,3897,3.86746988,83
58080,3898,2.5,2
58082,3899,1,1
58083,3900,4,1
58084,3901,3.25,2
58086,3906,2.5,2
58088,3908,1.5,3
58091,3909,2,4
58095,3910,3.975,20
58115,3911,3.688679245,53
58168,3912,2.5,2
58170,3914,4,1
58171,3915,3.666666667,6
58177,3916,3.743902439,41
58218,3917,3.366666667,15
58233,3918,3.277777778,9
58242,3919,2.5,1
58243,3920,4,1
58244,3922,1,1
58245,3925,3.916666667,6
58251,3926,3,1
58252,3927,2.666666667,6
58258,3928,3.75,4
58262,3929,2.5,2
58264,3930,2.125,4
58268,3932,3.5,2
58270,3933,0.5,1
58271,3937,2.625,4
58275,3938,2.75,2
58277,3939,5,1
58278,3940,5,1
58279,3941,5,1
58280,3942,5,1
58281,3943,2.9375,8
58289,3945,3,1
58290,3946,2.5,5
58295,3947,3.333333333,3
58298,3948,3.417582418,91
58389,3949,3.921875,96
58485,3950,3.5625,8
58493,3951,5,1
58494,3952,3.071428571,7
58501,3953,2.125,4
58505,3955,1.583333333,6
58511,3957,2.666666667,3
58514,3958,2,1
58515,3959,3.625,8
58523,3962,1.5,1
58524,3963,3.75,2
58526,3964,3,3
58529,3965,3.5,1
58530,3966,3.5,2
58532,3967,3.851351351,37
58569,3968,3.074074074,27
58596,3969,3.442307692,26
58622,3971,2.75,2
58624,3972,4.125,16
58640,3973,1.125,4
58644,3974,3,1
58645,3977,2.722222222,72
58717,3978,3.066666667,15
58732,3979,2.5,24
58756,3980,3.392857143,14
58770,3981,2.346153846,13
58783,3983,4.166666667,9
58792,3984,3.5,21
58813,3985,3.25,6
58819,3986,2.8,20
58839,3987,2.416666667,6
58845,3988,3.045454545,33
58878,3989,4,2
58880,3990,2.25,4
58884,3991,2.777777778,9
58893,3992,3.7,5
58898,3993,3,6
58904,3994,3.479452055,73
58977,3996,3.836363636,110
59087,3997,1.833333333,12
59099,3998,3.041666667,12
59111,3999,2.607142857,14
59125,4000,3,3
59128,4002,3.851851852,27
59155,4003,3.333333333,3
59158,4005,3.291666667,12
59170,4006,3.357142857,7
59177,4007,3.75,20
59197,4008,3.538461538,13
59210,4009,3,2
59212,4010,2.9375,8
59220,4011,4.155913978,93
59313,4012,2.5,4
59317,4014,3.521276596,47
59364,4015,2.727272727,33
59397,4016,3.716216216,37
59434,4017,3.535714286,14
59448,4018,3.138888889,54
59502,4019,3.714285714,28
59530,4020,2.923076923,13
59543,4021,4.3,5
59548,4022,3.7,100
59648,4023,3.130434783,23
59671,4024,2.166666667,3
59674,4025,3.0546875,64
59738,4027,3.808510638,94
59832,4029,3.875,12
59844,4030,1.8,5
59849,4031,2.5,2
59851,4032,4,1
59852,4033,3.923076923,13
59865,4034,3.9,70
59935,4035,2.833333333,3
59938,4036,3.136363636,11
59949,4037,3.8125,8
59957,4039,3.125,16
59973,4040,2.346153846,13
59986,4041,3.642857143,14
60000,4042,3.375,4
60004,4043,3.333333333,3
60007,4046,4,1
60008,4047,3.666666667,9
60017,4051,0.5,1
60018,4052,3.5625,8
60026,4053,2.5,2
60028,4054,2.84375,16
60044,4055,4,2
60046,4056,3.285714286,7
60053,4061,4,2
60055,4062,3.375,8
60063,4063,2.5,4
60067,4064,3.5,1
60068,4065,2.5,1
60069,4066,2.875,4
60073,4067,3.375,4
60077,4068,2.714285714,7
60084,4069,2.909090909,22
60106,4074,3,1
60107,4077,4.5,2
60109,4078,4,1
60110,4079,4.25,2
60112,4080,3.25,2
60114,4081,1.833333333,3
60117,4082,3.5,2
60119,4083,4,1
60120,4084,2.868421053,19
60139,4085,3.402173913,46
60185,4086,3.5,5
60190,4089,2,1
60191,4090,3.5625,8
60199,4091,3.25,4
60203,4092,2.25,2
60205,4093,1.5,1
60206,4102,3.5,6
60212,4103,3.95,10
60222,4104,1.4,5
60227,4105,3.818181818,22
60249,4109,2.571428571,7
60256,4110,3,1
60257,4111,3,1
60258,4113,3,2
60260,4115,2,1
60261,4116,5,1
60262,4117,4.333333333,3
60265,4121,3.125,12
60277,4123,2,1
60278,4124,1.25,4
60282,4125,0.75,2
60284,4126,3.5,4
60288,4127,1.666666667,3
60291,4128,3.711538462,26
60317,4129,1,1
60318,4130,1.833333333,3
60321,4131,1.833333333,3
60324,4132,2.625,8
60332,4133,2.5625,8
60340,4135,5,1
60341,4138,1,2
60343,4139,3,1
60344,4141,2.5,4
60348,4142,4.25,2
60350,4143,3.5,1
60351,4144,4.214285714,14
60365,4146,3,3
60368,4147,4,2
60370,4148,2.935897436,39
60409,4149,2.772727273,11
60420,4152,4.25,2
60422,4153,2.416666667,12
60434,4154,4,2
60436,4155,3.3125,8
60444,4156,2,1
60445,4157,4.5,1
60446,4158,2.083333333,6
60452,4159,2.714285714,7
60459,4160,4.125,4
60463,4161,3.347826087,23
60486,4164,3.5,2
60488,4166,2.5,2
60490,4167,3,10
60500,4168,2.75,4
60504,4171,4,1
60505,4174,3,1
60506,4175,3.625,4
60510,4178,3.5,6
60516,4180,5,1
60517,4181,2,1
60518,4184,4,1
60519,4187,3.833333333,3
60522,4189,2.5,1
60523,4190,4,2
60525,4191,3.25,4
60529,4193,4,2
60531,4195,3.833333333,3
60534,4197,3,1
60535,4198,3,1
60536,4200,3.25,2
60538,4202,3,1
60539,4203,3.166666667,6
60545,4204,1,1
60546,4205,3.166666667,6
60552,4207,2,3
60555,4210,3.916666667,6
60561,4211,3.75,6
60567,4212,3,1
60568,4214,2.884615385,13
60581,4215,2.083333333,6
60587,4217,4.25,2
60589,4218,3.5,1
60590,4219,3.333333333,3
60593,4220,3.4,5
60598,4221,2.625,4
60602,4223,3.5125,40
60642,4224,2.75,2
60644,4225,4,7
60651,4226,4.122641509,159
60810,4228,2.15,10
60820,4229,2.125,4
60824,4231,3.5,5
60829,4232,2.946428571,28
60857,4233,2,6
60863,4234,3.2,5
60868,4235,3.934782609,23
60891,4236,3.5,1
60892,4237,4,1
60893,4238,3.147058824,17
60910,4239,3.81372549,51
60961,4240,2,1
60962,4241,2.1,5
60967,4242,2,1
60968,4243,4,1
60969,4246,3.623076923,65
61034,4247,2.380952381,21
61055,4248,1.75,6
61061,4251,2,1
61062,4252,3.25,2
61064,4254,2.192307692,13
61077,4255,2.2,10
61087,4256,3.666666667,3
61090,4259,3.5,4
61094,4260,2,1
61095,4262,3.932835821,67
61162,4263,4,2
61164,4265,3,5
61169,4267,3.4,5
61174,4268,2.5,2
61176,4270,3.088888889,45
61221,4273,4.5,2
61223,4275,2.9,5
61228,4276,2.5,2
61230,4278,4.166666667,3
61233,4280,3.555555556,9
61242,4282,3.5,1
61243,4284,3,1
61244,4285,2.833333333,3
61247,4289,2.833333333,3
61250,4290,2,1
61251,4291,2.727272727,11
61262,4292,3.5,2
61264,4293,2.5,4
61268,4294,4,2
61270,4296,3,2
61272,4297,3.75,2
61274,4298,4.75,2
61276,4299,3.341463415,41
61317,4300,4,3
61320,4304,3.6,5
61325,4305,1.625,4
61329,4306,3.867647059,170
61499,4307,4.5,1
61500,4308,3.590909091,55
61555,4310,2.965116279,43
61598,4312,3.5,2
61600,4313,3.5,2
61602,4316,2,2
61604,4317,2.5,3
61607,4321,3.370967742,31
61638,4322,3.75,10
61648,4323,4,1
61649,4325,4,1
61650,4326,3.590909091,11
61661,4327,3.59375,16
61677,4329,3.666666667,3
61680,4333,3.2,10
61690,4334,4.6,5
61695,4337,3.5,2
61697,4338,4.5,1
61698,4339,3.75,4
61702,4340,2.136363636,11
61713,4342,4.5,1
61714,4343,3.037037037,27
61741,4344,3.102941176,34
61775,4345,4,3
61778,4347,3.833333333,3
61781,4349,3.75,8
61789,4350,4.25,2
61791,4351,3.25,16
61807,4353,3,1
61808,4354,2.5,1
61809,4355,2,2
61811,4356,3.8,5
61816,4357,4.5,1
61817,4359,3.375,8
61825,4361,3.421875,32
61857,4366,3.342105263,19
61876,4367,2.9,40
61916,4368,2.363636364,11
61927,4369,3.066666667,45
61972,4370,3.339285714,56
62028,4371,0.5,1
62029,4372,3.4,5
62034,4373,3.166666667,3
62037,4374,4.5,1
62038,4378,3.714285714,14
62052,4380,3.857142857,7
62059,4381,3.375,4
62063,4383,3.5,5
62068,4384,3,1
62069,4386,2.818181818,11
62080,4387,3.777777778,9
62089,4388,2.653846154,26
62115,4389,3.625,4
62119,4390,3.5,2
62121,4392,3,3
62124,4393,4.5,1
62125,4394,1.5,1
62126,4395,4,1
62127,4396,2.75,10
62137,4397,2.5,2
62139,4399,3.75,2
62141,4402,5,1
62142,4403,3,2
62144,4404,4,1
62145,4406,4.4,5
62150,4407,4.5,1
62151,4408,3.5,1
62152,4409,3.333333333,3
62155,4410,4,1
62156,4412,0.75,2
62158,4419,4.25,4
62162,4420,3,1
62163,4422,4,2
62165,4424,3.666666667,3
62168,4426,4,2
62170,4427,3.666666667,9
62179,4428,3.25,2
62181,4429,4.5,2
62183,4432,4.125,4
62187,4433,4.25,2
62189,4434,4,1
62190,4436,3,1
62191,4437,3.9375,8
62199,4438,3.833333333,3
62202,4439,3.625,4
62206,4440,3.75,2
62208,4441,4.166666667,3
62211,4442,2.666666667,3
62214,4443,2.75,2
62216,4444,4.166666667,3
62219,4445,4,1
62220,4446,3.35483871,31
62251,4447,3.15625,64
62315,4448,3.55,20
62335,4449,2,1
62336,4450,3.642857143,7
62343,4451,3.5,1
62344,4452,2.666666667,6
62350,4453,3.5,1
62351,4454,5,1
62352,4458,4,1
62353,4459,4,1
62354,4462,1.5,2
62356,4463,2,1
62357,4464,3.6,5
62362,4465,3.7,5
62367,4466,2.5,2
62369,4467,3.769230769,13
62382,4470,3,2
62384,4471,1.5,3
62387,4473,3,1
62388,4474,2.9,5
62393,4475,4,1
62394,4476,2.333333333,3
62397,4477,1.9375,8
62405,4478,3.5,2
62407,4480,2.833333333,3
62410,4482,3.166666667,3
62413,4483,1.5,3
62416,4484,3.75,2
62418,4487,2.954545455,11
62429,4488,3.333333333,3
62432,4489,3.458333333,24
62456,4490,2,1
62457,4492,3,3
62460,4495,5,1
62461,4496,3.5,1
62462,4497,3,1
62463,4498,3,6
62469,4499,4.125,16
62485,4500,4,1
62486,4502,1.625,4
62490,4504,1.5,1
62491,4505,3,1
62492,4506,3.166666667,3
62495,4508,3.5,8
62503,4509,2.9,5
62508,4511,2,1
62509,4516,3,2
62511,4517,1.75,2
62513,4518,3.75,4
62517,4519,3.333333333,9
62526,4520,2.333333333,3
62529,4521,3,1
62530,4522,1,1
62531,4523,3.5,2
62533,4524,3,1
62534,4526,3.1,5
62539,4527,2.5,2
62541,4529,3.875,4
62545,4531,2.666666667,3
62548,4533,3.75,4
62552,4534,2.5,2
62554,4535,3.375,4
62558,4537,4.333333333,3
62561,4541,3.5,2
62563,4544,2.9,5
62568,4545,3.275,20
62588,4546,3.916666667,6
62594,4552,3.5,3
62597,4553,3.722222222,9
62606,4557,3,1
62607,4558,2.464285714,14
62621,4562,4,1
62622,4563,1.833333333,3
62625,4564,2.833333333,6
62631,4565,2.5,2
62633,4568,2.5,1
62634,4571,3.7,45
62679,4572,3,3
62682,4573,2,1
62683,4574,3.25,2
62685,4577,3.833333333,3
62688,4578,2.5,2
62690,4580,0.5,2
62692,4581,4,1
62693,4583,4,1
62694,4584,2,1
62695,4585,3.375,4
62699,4587,2.25,8
62707,4589,2,2
62709,4591,3,5
62714,4593,2.25,2
62716,4594,3,1
62717,4595,3.5,1
62718,4597,2,1
62719,4599,2.5,2
62721,4600,3.25,2
62723,4602,3,3
62726,4603,2.5,1
62727,4605,3.625,4
62731,4608,2.25,2
62733,4610,2,1
62734,4611,4,1
62735,4612,4.5,1
62736,4613,2,1
62737,4614,2.5,1
62738,4615,4,1
62739,4616,3.5,6
62745,4617,3.5,2
62747,4619,2.25,2
62749,4621,2.388888889,18
62767,4622,2.5,2
62769,4623,3.575,20
62789,4624,3,3
62792,4625,2,3
62795,4626,3.5,2
62797,4628,3.125,4
62801,4629,1.75,2
62803,4630,1,1
62804,4632,3,2
62806,4634,4,2
62808,4635,1,1
62809,4636,2.333333333,3
62812,4638,2.847222222,36
62848,4639,2.583333333,18
62866,4640,3.75,4
62870,4641,3.5,34
62904,4642,4.181818182,11
62915,4643,2.744897959,49
62964,4644,3.666666667,3
62967,4645,4.5,1
62968,4646,1.5,1
62969,4649,3.642857143,7
62976,4653,3,1
62977,4654,2.785714286,7
62984,4658,3.5,1
62985,4660,4,1
62986,4661,3,2
62988,4662,3.166666667,3
62991,4663,2.833333333,3
62994,4666,3,1
62995,4670,2.5,1
62996,4671,3.5,1
62997,4672,2.75,2
62999,4673,1.666666667,3
63002,4675,1,1
63003,4676,1.916666667,6
63009,4677,3.038461538,13
63022,4678,3.444444444,9
63031,4679,2.884615385,13
63044,4681,3.642857143,7
63051,4683,3.25,2
63053,4686,1.625,4
63057,4687,3.5,1
63058,4688,3.333333333,3
63061,4689,3.5,1
63062,4690,3.25,2
63064,4695,4,1
63065,4697,2.625,4
63069,4699,2.75,2
63071,4700,3.037037037,27
63098,4701,3.370967742,31
63129,4703,3.375,4
63133,4704,3,1
63134,4705,3,1
63135,4708,4.5,2
63137,4709,2.833333333,3
63140,4710,3.5,1
63141,4711,4,2
63143,4713,3.571428571,7
63150,4714,2,2
63152,4715,3,1
63153,4717,4,1
63154,4718,3.066666667,45
63199,4719,2.625,8
63207,4720,3.627272727,55
63262,4721,2.125,4
63266,4722,3,1
63267,4723,1.833333333,3
63270,4725,3.625,4
63274,4727,3.125,4
63278,4728,3.055555556,18
63296,4732,1.888888889,9
63305,4733,2.5,3
63308,4734,3.161764706,34
63342,4735,2.6,5
63347,4736,2.666666667,3
63350,4738,4,4
63354,4740,3.5,1
63355,4741,3.714285714,7
63362,4743,3.25,2
63364,4744,2.5,7
63371,4745,3.625,4
63375,4748,2.083333333,6
63381,4749,1.25,2
63383,4750,0.5,1
63384,4754,3.916666667,6
63390,4756,1.5,2
63392,4757,2.5,3
63395,4759,4,1
63396,4765,4.333333333,3
63399,4766,4,1
63400,4769,3,1
63401,4770,2.75,2
